Nombre,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,Saturacion_Mes
up_SRST04A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRST04A_d_Bandwidth+IN_percent,38.67,43.05,33.95,21.63,35.34,33.08,54.94,41.05,31.27,16.28,24.44,30.85,38.92,33.35,33.6,31.94,36.61,17.73,33.97,31.3,31.02,43.08,39.78,21.07,19.4,44.72,36.12,33.18,31.66,0
up_SRST04A_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRST04B_a_Bandwidth+IN_percent,50.39,53.62,37.28,53.96,55.42,46.1,45.05,52.79,29.42,37.39,46.79,52.71,41.89,47.65,46.61,46.56,37.91,60.66,46.9,41.77,41.71,51.84,41,41.29,58.63,63.04,62.23,67.35,60.02,0
up_SRST04B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRST04B_b_Bandwidth+IN_percent,49.13,52.42,35.51,53.11,44.02,43.44,43.51,51.93,28.19,36.17,45.89,51.89,39.99,46.46,45.44,39.01,35.95,45.55,40.93,40.36,40,48.55,39.01,39.19,50.71,62.29,62.3,67.75,55.24,0
up_SRST04B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRST04B_c_Bandwidth+IN_percent,49.33,52.46,35.65,53.17,46.54,43.68,43.77,52.13,28.36,36.64,45.79,52.05,40.6,46.88,45.58,38.85,35.95,48.09,41.31,40.58,40.41,48.58,39.89,39.33,51.12,62.34,61.75,68.3,55.81,0
up_SRST04B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRST04B_d_Bandwidth+IN_percent,50.23,52.98,36.18,53.76,46.87,44.04,44.52,52.3,28.4,37.25,46.42,52.72,40.71,47.78,46.48,39.56,36.79,46.32,41.65,41.28,40.86,49.24,39.86,40.01,51.84,62.94,61.9,68.54,55.68,0
up_SRST04B_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRST05_a_Bandwidth+IN_percent,57.57,48.89,48.06,50.5,44.28,61.47,73.66,47.2,35.03,47.51,60.44,53.71,57.3,60.55,52.87,47.48,64.59,57.47,55.57,53.68,52.41,51.25,56.25,44.66,55.22,56.34,68.51,52.19,75.68,0
up_SRST05_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRST05_b_Bandwidth+IN_percent,52.93,47.32,45.75,58.01,45.48,61.85,50.39,45.93,33.86,47.72,60.05,51.7,52.9,52.38,51.59,46.49,67.19,56.66,58.05,52.12,51.79,50.36,52.06,42.17,53.87,53,66.58,63.42,66.51,0
up_SRST05_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRST05_c_Bandwidth+IN_percent,53.25,47.65,46.97,48.88,43.87,61.81,50.64,45.95,35.87,47.92,58.3,52.04,52.91,52.67,51.71,47.01,67.01,55.77,55.67,52.03,51.77,50.86,52.21,41.29,53.79,53.8,66.73,52.2,64.73,0
up_SRST05_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRST05_d_Bandwidth+IN_percent,53.42,47.94,46.54,49,43.62,62.54,50.88,46.35,33.69,47.48,58.9,52.54,53.43,53.67,51.96,46.86,67.46,56.51,55.98,52.38,52.24,49.15,53.84,40.52,52.62,47.68,61.09,44.59,59.2,0
up_SRST05_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRSTST07_a_Bandwidth+IN_percent,1.5,1.23,0.62,1.85,3.46,0.85,1.41,3.01,2.44,1.63,1.3,0.65,4.6,0.68,2.63,1.01,1.81,3.76,2.14,4.34,1.73,1.17,0.68,1.73,1.27,2.43,3.33,1.98,1.68,0
up_SRSTST07_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRSTST07_b_Bandwidth+IN_percent,1.6,1.3,0.56,1.8,3.76,0.87,1.55,3.3,2.74,1.81,1.15,0.62,4.61,0.65,2.64,0.98,1.99,4.08,2.29,4.21,1.95,1.03,0.62,1.94,1.26,2.39,3.1,1.72,1.56,0
up_SRSTST07_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRSTST07_c_Bandwidth+IN_percent,1.01,0.79,0.35,1.26,2.39,0.53,0.97,2.07,1.6,1.01,0.75,0.41,3.22,0.4,1.79,0.64,1.08,2.62,1.46,2.83,1.09,0.72,0.41,1.14,0.83,1.48,2.06,1.1,1.01,0
up_SRSTST07_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTC01_a_Bandwidth+IN_percent,11.92,14.9,7.33,13.01,18.66,21.16,7.85,19.48,19.13,25.23,14.43,9.5,12.33,25.31,18.99,16.45,10.38,14.32,10,9.27,7.64,10.77,16.5,4.66,19.03,10.97,12.13,19.1,28.4,0
up_SRTC01_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTC01_b_Bandwidth+IN_percent,12.29,14.79,7.26,12.52,15.37,15.21,10.43,19.66,10.41,22.16,10.39,9.1,12.4,20.82,19.66,15.97,7.85,11.09,9.57,9.17,7.75,10.81,19.42,4.75,7.37,11.74,12.73,18.97,28.73,0
up_SRTC01_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTC01_c_Bandwidth+IN_percent,12.41,14.62,6.96,12.03,14.24,14.6,7.48,19.48,10.05,21.89,10.03,9.73,11.95,19.69,18.12,15.84,7.81,10.43,7.58,8.38,7.32,9.31,18.48,4.47,6.62,10.92,12.52,18.81,28.22,0
up_SRTC01_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTC01_d_Bandwidth+IN_percent,11.74,14.45,6.9,11.84,13.77,15.01,8.04,19.39,10.33,22.6,11.06,8.5,12.42,20.37,18.78,16.1,6.22,10.87,8,8.91,8.25,10.14,19.76,5.64,7.16,11.9,12.24,18.95,28.18,0
up_SRTC01_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTCAL04_a_Bandwidth+IN_percent,26.49,33.1,30.26,33.83,26.03,22.3,28.4,26.68,18.03,18.94,28.91,36.65,33.74,31.02,40.99,27.27,41.59,47.18,32.88,29.92,40.62,31.77,31.62,25.75,28.74,28.95,41.09,38.49,34.6,0
up_SRTCAL04_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTCAL04_b_Bandwidth+IN_percent,33.06,35.2,31.51,34.95,27.47,23.73,29.09,27.6,19.42,18.66,29.35,37.08,33.79,32.42,41.16,28.14,41.6,46.58,33.59,30.18,40.44,32.16,32.66,26.83,29.4,27.22,40.24,38.35,34.84,0
up_SRTCAL04_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTCAL04_c_Bandwidth+IN_percent,27.32,32.94,30.75,34.39,26.31,22.69,28.75,27.16,19.06,18.53,29.33,37.06,30.66,30.4,40.66,27.93,41.09,46.58,33.37,30.11,39.9,31.72,31.9,26.57,29,27.33,40.15,37.75,34.68,0
up_SRTCAL04_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTCAL04_d_Bandwidth+IN_percent,26.62,34.52,30.13,33.89,25.7,21.99,28.41,26.82,18.48,18.1,29.16,37.17,30.81,32.24,40.89,27.41,41.5,46.99,32.9,29.63,40.58,31.82,31.78,25.97,28.73,27.13,41.36,38.35,34.78,0
up_SRTCAL04_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTCAL05A_a_Bandwidth+IN_percent,5.1,6.5,4.16,18.16,4.08,2.81,5.84,5.98,3.53,12.23,6.1,6.97,12.28,15.14,8.67,5.51,4.06,10.1,6.51,7.94,7.4,4.76,5.42,15.89,5.47,8.14,6.51,11.81,8.29,0
up_SRTCAL05A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTCAL05A_b_Bandwidth+IN_percent,5.34,6.56,4.42,17.68,4.25,3.31,6.04,6.19,4.58,12.07,6.33,7.03,11.94,14.73,8.51,5.94,4.43,9.98,7.89,7.74,7.51,5.02,5.66,15.71,5.67,8.12,6.75,12.11,8.63,0
up_SRTCAL05A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTCAL05A_c_Bandwidth+IN_percent,5.15,6.32,4.3,17.5,4.17,3.32,6.05,6.15,4.38,11.37,6.24,6.97,11.49,14.44,8.34,5.94,4.19,9.9,7.76,7.61,7.11,4.82,5.53,15.48,5.55,7.55,6.62,11.76,8.51,0
up_SRTCAL05A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTCAL05A_d_Bandwidth+IN_percent,4.99,6.42,4.21,18.16,4.08,2.99,6.02,6.55,4.43,11.48,6.02,6.76,12.02,15.14,8.66,5.75,4.01,9.94,6.32,7.31,6.78,4.52,5.18,15.67,5.29,7.66,6.41,11.61,8.25,0
up_SRTCAL05A_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTCAL05B_a_Bandwidth+IN_percent,6.61,5.46,7.02,7.84,7.51,5,6.58,7.71,6.42,7.16,7.07,5.3,9.49,7.06,5.26,6.82,8.18,5.88,5.5,6.48,5.9,10.69,7.16,6.65,8.03,6.56,8.27,7.14,7.65,0
up_SRTCAL05B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTCAL05B_b_Bandwidth+IN_percent,6.8,5.85,7.12,8.23,7.44,5.73,6.95,8.25,6.82,7.67,7.68,5.86,9.65,7.32,5.95,7.84,8.59,6.57,6.29,6.92,6.61,11.09,7.55,6.82,8.32,7.02,8.67,7.41,8.06,0
up_SRTCAL05B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTCAL05B_c_Bandwidth+IN_percent,6.59,5.54,7.05,7.97,7.27,5.45,6.51,8.02,6.69,7.48,7.32,5.7,9.43,7.17,5.53,7.13,8.32,6.05,5.94,6.69,6.15,10.92,7.17,6.67,8.19,6.92,8.5,7.25,7.87,0
up_SRTCAL05B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRTCAL05B_d_Bandwidth+IN_percent,6.58,5.47,7.37,8.55,7.28,5.15,6.69,8.07,6.75,7.35,7.28,5.52,9.61,7.29,5.31,7.06,8.21,5.87,5.65,6.57,6.03,10.76,7.27,6.66,8.35,6.8,8.49,7.29,7.97,0
up_SRTCAL05B_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL01_a_Bandwidth+IN_percent,33.8,23.51,19.19,17.96,35.59,25.59,35.76,46.98,37.78,18.53,13.3,35.12,36.51,32.45,39.52,41.56,9.24,9.31,27.44,36.41,51.4,37.06,34.16,28.22,13.66,42.81,19.95,42.47,26.77,0
up_SRUL01_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL01_b_Bandwidth+IN_percent,34.06,23.48,19.59,18.41,35.12,25.44,35.67,45.76,37.78,17.82,14.22,35.34,35.32,31.8,40.21,41.06,9.12,8.06,26.86,35.9,49.55,35.05,34.46,26.8,14.27,39.23,18.57,41.56,25.7,0
up_SRUL01_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL01_c_Bandwidth+IN_percent,32.63,22.99,19.64,18.75,36.6,24.92,35.15,46.01,37.36,18.29,13.43,34.17,35.75,32.58,39.68,40.13,8.37,9.08,27.25,36.2,50.59,35.68,33.17,27.57,13.82,40,19.06,42.04,25.52,0
up_SRUL01_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL01_d_Bandwidth+IN_percent,34.5,21.1,19.19,18.16,35.31,26.3,35.85,47.09,37.6,16.81,13.25,34.75,36.33,32.03,39.52,40.99,7.84,8.89,27.05,37.12,51.21,38.16,33.91,28.04,13.95,42.28,20.38,46.24,26.02,0
up_SRUL01_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL02A_a_Bandwidth+IN_percent,36.16,39.13,31.47,33.01,38.7,31.01,38.95,28.08,26.79,31.93,35.06,30.82,34.53,45.93,30.47,32.22,31.5,37.02,25.3,27.47,38.08,28.44,29.69,30.15,43.11,42.65,57.82,44.56,51.4,0
up_SRUL02A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL02A_b_Bandwidth+IN_percent,33.91,38.04,30.86,31.06,38.78,31.2,38.09,27.95,27.81,32.02,34.36,28.97,34.09,45.2,30.6,32.02,32.39,35.71,26.34,28.13,37.77,28.61,30.05,29.42,43.07,43.38,59.56,46.24,47.34,0
up_SRUL02A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL02A_c_Bandwidth+IN_percent,36.89,37.92,30.51,38.64,38.75,30.88,38.71,29,27.24,31.71,34.76,34.08,35.55,46.56,30.08,38.5,31.49,37.1,31.54,29.95,42.41,28.1,29.18,28.28,43.76,44.39,57.42,43.76,46.81,0
up_SRUL02A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL02A_d_Bandwidth+IN_percent,36.67,39.12,34.81,30.78,39.14,31.26,39.41,28.5,27.11,31.7,35.61,29.04,34.85,45.84,30.24,32.03,28.31,34.17,25.5,27.15,37.75,28.01,29.56,28.32,43.05,42.37,57.93,47.72,47.46,0
up_SRUL02A_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL02B_a_Bandwidth+IN_percent,24.59,23.55,15.23,19.93,31.41,26.63,47,24.01,25.13,18.41,21.54,24.42,38.57,28.49,21.89,20.46,22.81,28.11,30.14,40.49,27.25,20.16,14.01,23.08,28.28,25.33,22.77,29.46,21.01,0
up_SRUL02B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL02B_b_Bandwidth+IN_percent,24.33,23.49,16.19,22.7,31.71,26.97,46.39,23.83,25.01,18.3,21.86,24.79,38.59,26.53,21.29,17.58,24.85,27.8,30.17,37.76,27.18,20.13,14.71,23.71,27.87,23.43,22.81,29.54,29.95,0
up_SRUL02B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL02B_c_Bandwidth+IN_percent,23.42,22.71,14.82,19.02,30.61,25.56,45.71,23.3,24.36,18.06,21.27,24.48,37.85,25.73,20.69,17.69,21.62,28.02,29.69,35.84,26.26,18.95,13.07,21.93,27.34,21.43,22.54,29.23,20.85,0
up_SRUL02B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL02B_d_Bandwidth+IN_percent,24.66,24.29,15.84,21.7,32.13,27,47.72,23.41,25.05,19.21,22.14,24.82,39.06,27.38,21.34,20.45,22.63,29.35,30.46,39.51,27.58,19.51,12.95,22.63,29.77,21.11,24.23,30.08,19.95,0
up_SRUL02B_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL03_a_Bandwidth+IN_percent,41.69,37.82,47.52,47.39,54.04,48.17,46.75,40.95,48.16,43.19,74.72,58.25,55.74,61.08,60.53,46.11,55.06,65.4,52.29,44.01,63.21,54.99,61.47,46.3,63.79,63.37,67.62,71.86,76.21,0
up_SRUL03_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL03_b_Bandwidth+IN_percent,44.06,34.22,45.96,47.3,52.13,45.76,51.01,40.31,47.52,41.33,75.52,57.01,55.17,60.88,59.28,43.85,38.45,65.2,51.9,43.8,49.39,52.53,61.35,46.21,62.91,58.33,67.22,69.96,73.95,0
up_SRUL03_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL03_c_Bandwidth+IN_percent,43.97,34.82,45.51,46.87,53.1,43.91,46.83,40.48,46.74,41.63,74.31,57.42,54.88,61.25,59.88,44.16,38.49,66.17,52.19,43.5,49.18,52.85,61.38,45.8,64.14,62.7,69.49,69.82,73.64,0
up_SRUL03_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUL03_d_Bandwidth+IN_percent,43.6,45.42,48.59,66.75,54.41,55.04,54.7,45.63,49.13,44.03,75.18,58.18,63.81,62.64,60.69,44.41,38.95,66.54,53.63,46.18,52.6,54.59,62.14,46.55,66.87,61.5,68.24,70.48,73.71,0
up_SRUL03_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR01A_a_Bandwidth+IN_percent,28.37,26.95,31.07,33.1,38.7,28.9,34.03,31.87,33.39,28.15,41.41,50.51,28.83,27.36,33.88,27.84,28.18,30.66,32.18,27.78,33.63,32.19,32.26,33.23,31.62,39.2,52.63,44,46.6,0
up_SRUR01A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR01A_b_Bandwidth+IN_percent,26.85,26.58,29.78,32.31,37.91,27.72,31.49,30.45,31.86,27.19,39.28,48.47,29.78,25.81,32.75,27.2,27.43,29.63,30.23,26.06,32.44,30.62,30.89,31.5,30.02,37.66,51.15,42.12,44.94,0
up_SRUR01A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR01A_c_Bandwidth+IN_percent,27.24,25.79,30.27,32.52,37.92,31.25,34.16,31.21,32.34,27.29,41.31,49.53,28.74,26.36,34.66,26.96,28.55,33.8,32.89,28.13,33.44,31.8,32.01,32.36,31.83,40.24,52.89,41.52,45.62,0
up_SRUR01A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR01A_d_Bandwidth+IN_percent,27.36,27.43,29.18,31.87,38.04,27.98,32.11,31.54,32.86,27.26,40.99,50.14,27.77,28.25,33.53,27.05,27.45,33.23,31.4,27.51,32.9,31.11,31.18,32.11,31.23,37.18,52.1,44.01,45.82,0
up_SRUR01A_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR01B_a_Bandwidth+IN_percent,14.24,15.92,18.49,10.96,13.1,15.68,12.56,14.15,15.51,13.11,18.95,25.45,12.42,23.42,16.45,16.18,26.01,11.24,15.57,10.78,13.19,13.11,18.16,13.21,16,13.46,24.1,15.26,40.26,0
up_SRUR01B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR01B_b_Bandwidth+IN_percent,12.77,14.69,14.86,9.93,11.74,12.9,11.01,11.99,14.12,10.88,16.89,23.94,12.15,22.66,14.96,15.33,25.24,11.78,14.57,10.61,12.21,14.57,18.23,13.18,15.7,13.08,18.11,16.16,29.15,0
up_SRUR01B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR01B_c_Bandwidth+IN_percent,13.09,17.47,16.42,10.86,12.63,15.41,11.15,12.59,14.32,11.21,17.37,24.77,12.13,22.85,15.35,17.13,25.57,10.92,15.55,11.31,12.53,16.21,18.14,16.42,15.93,14.1,22.87,14.32,41.08,0
up_SRUR01B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR01B_d_Bandwidth+IN_percent,12.96,15.34,15.6,10.16,12.27,13.19,11.2,12.13,14.25,10.98,17.18,24.72,12.05,23.05,15.62,16.29,26.15,10.66,15.14,10.68,12.68,13,18.04,12.97,15.49,13.56,18.44,13.99,29,0
up_SRUR01B_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR02A_a_Bandwidth+IN_percent,26.64,29.74,27.83,25.47,34.13,29.5,32.54,24.48,18.81,28.1,33.09,38.22,30.94,42.41,38.65,26.79,38.9,25.58,27.29,23.96,31.15,31.84,27.85,51.14,27.19,32.88,54.33,40.45,48.29,0
up_SRUR02A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR02A_b_Bandwidth+IN_percent,29.65,24.74,27.21,25.21,33.57,31.74,30.99,23.57,17.87,27.71,32.98,37.38,36.29,40.92,38.04,25.93,37.27,23.78,32.38,33.87,38.22,32.94,27.27,49.99,27.45,34.03,53.31,38.8,47.32,0
up_SRUR02A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR02A_c_Bandwidth+IN_percent,31.21,24.09,26.71,24.1,32.43,28.51,30.37,23.8,17.77,27.01,32.43,37.35,30.3,46.32,37.49,29.94,36.88,25.16,26.58,23.72,30.37,35.44,27,49.99,30.42,45.98,53.96,39.26,47.94,0
up_SRUR02A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR02A_d_Bandwidth+IN_percent,27.48,25.27,27.64,25.48,33.61,29.85,32.74,23.95,18.03,28.47,33.25,38.37,30.72,42.01,38.26,25.23,37.79,25.48,26.65,23.87,30.73,31.57,27.66,50.4,27.83,34.17,53.87,40.24,48.6,0
up_SRUR02A_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR02B_a_Bandwidth+IN_percent,27.52,16.52,28.01,19.33,19.81,25.8,25.35,22.26,14.82,15.99,11.15,18.14,17.47,15.03,20.38,24.2,26.71,14.75,24.41,27.94,36.78,27.5,26.58,29.98,28.74,37.14,33.85,35.21,34.2,0
up_SRUR02B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR02B_b_Bandwidth+IN_percent,26.68,16.58,27.97,18.57,18.72,24.56,24.52,20.47,14.86,16.53,11.53,16.95,20.28,14.99,19.27,22.84,25.41,13.91,23.79,27.25,35.48,26.43,25.4,29.27,28.01,35.66,32.62,33.99,32.64,0
up_SRUR02B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR02B_c_Bandwidth+IN_percent,26.72,16.7,28.44,18.78,18.78,24.76,24.62,21.58,15.14,15.95,12.05,17.8,17.53,14.95,20.66,23.18,25.84,14.53,24.37,27.51,35.94,27.18,26.13,29.23,27.98,36,32.88,34.4,33.12,0
up_SRUR02B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_SRUR02B_d_Bandwidth+IN_percent,27.3,16.56,28.54,19.41,19.53,25.98,25.09,21.89,14.86,15.96,13.27,18.18,17.93,17.41,20.97,24.12,26.44,15.91,25.25,27.73,36.63,27.91,26.76,30.23,28.69,36.75,33.88,35.28,34.28,0
up_SRUR02B_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
